Num,Name,PROTEIN,FAT,CARBON HYDRATE,KCAL
1400,＜魚類＞　（たら類）　まだら　生,17.6,0.2,0.1,72
1401,＜魚類＞　（たら類）　まだら　焼き,25.2,0.2,0.2,103
1402,＜魚類＞　（たら類）　まだら　しらこ　生,13.4,0.8,0.2,60
1403,＜魚類＞　（たら類）　まだら　塩だら,15.2,0.1,Tr,61
1404,＜魚類＞　（たら類）　まだら　干しだら,73.2,0.8,0.1,299
1405,＜魚類＞　（たら類）　加工品　でんぶ,25.5,1.1,41.5,276
1406,＜魚類＞　（たら類）　加工品　桜でんぶ,10.6,0.5,80.2,351
1407,＜魚類＞　ちか　生,19.5,0.6,Tr,82
1408,＜魚類＞　どじょう　生,16.1,1.2,Tr,72
1409,＜魚類＞　どじょう　水煮,17.1,1.2,Tr,76
1410,＜魚類＞　とびうお　生,21.0,0.7,0.1,89
1411,＜魚類＞　とびうお　煮干し,80.0,2.2,0.1,325
1412,＜魚類＞　とびうお　焼き干し,73.4,3.3,0.1,309
1413,＜魚類＞　ナイルティラピア　生,19.8,5.3,0.2,124
1414,＜魚類＞　なまず　生,18.4,8.6,Tr,139
1415,＜魚類＞　にぎす　生,18.7,1.2,0.1,84
1416,＜魚類＞　にしん　生,17.4,15.1,0.1,196
1417,＜魚類＞　にしん　身欠きにしん,20.9,16.7,0.2,224
1418,＜魚類＞　にしん　開き干し,18.5,19.7,0.2,239
1419,＜魚類＞　にしん　くん製,23.1,22.1,Tr,280
1420,＜魚類＞　にしん　かずのこ　生,25.2,6.7,0.2,139
1421,＜魚類＞　にしん　かずのこ　乾,65.2,13.6,0.5,358
1422,＜魚類＞　にしん　かずのこ　塩蔵　水戻し,15.0,3.0,0.6,80
1423,＜魚類＞　はぜ　生,19.1,0.2,0.1,78
1424,＜魚類＞　はぜ　つくだ煮,24.3,3.0,39.9,277
1425,＜魚類＞　はぜ　甘露煮,21.1,2.2,40.3,260
1426,＜魚類＞　はたはた　生,14.1,5.7,Tr,101
1427,＜魚類＞　はたはた　生干し,16.7,10.3,Tr,154
1428,＜魚類＞　はまふえふき　生,20.5,0.3,0.1,85
1429,＜魚類＞　はも　生,22.3,5.3,Tr,132
1430,＜魚類＞　ひらまさ　生,22.6,4.9,0.1,128
1431,＜魚類＞　ひらめ　天然　生,20.0,2.0,Tr,94
1432,＜魚類＞　ひらめ　養殖　皮つき　生,21.6,3.7,Tr,115
1433,＜魚類＞　ひらめ　養殖　皮なし　生,21.2,2.5,0.1,100
1434,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,19.3,0.3,0.2,80
1435,＜魚類＞　（ふぐ類）　まふぐ　生,18.9,0.4,Tr,78
1436,＜魚類＞　ふな　生,18.2,2.5,0.1,93
1437,＜魚類＞　ふな　水煮,20.3,2.8,0.1,104
1438,＜魚類＞　ふな　甘露煮,15.5,3.6,44.4,266
1439,＜魚類＞　ふな　ふなずし,21.3,7.9,9.2,181
1440,＜魚類＞　ぶり　成魚　生,21.4,17.6,0.3,222
1441,＜魚類＞　ぶり　成魚　焼き,26.2,20.4,0.3,260
1442,＜魚類＞　ぶり　はまち　養殖　皮つき　生,20.7,17.2,0.3,217
1443,＜魚類＞　ぶり　はまち　養殖　皮なし　生,21.0,12.0,0.3,180
1444,＜魚類＞　ほうぼう　生,19.6,4.2,Tr,110
1445,＜魚類＞　ホキ　生,17.0,1.3,Tr,78
1446,＜魚類＞　ほっけ　生,17.3,4.4,0.1,103
1447,＜魚類＞　ほっけ　塩ほっけ,18.1,4.9,0.1,113
1448,＜魚類＞　ほっけ　開き干し　生,20.6,9.4,0.1,161
1449,＜魚類＞　ほっけ　開き干し　焼き,23.1,10.9,0.2,179
1450,＜魚類＞　ぼら　生,19.2,5.0,0.1,119
1451,＜魚類＞　ぼら　からすみ,40.4,28.9,0.3,353
1452,＜魚類＞　ほんもろこ　生,17.5,4.1,0.1,100
1453,＜魚類＞　（まぐろ類）　きはだ　生,24.3,1.0,Tr,102
1454,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,26.4,1.4,0.1,115
1455,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,20.1,27.5,0.1,308
1456,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,24.8,7.6,0.3,153
1457,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,27.2,8.3,0.3,173
1458,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,28.0,9.9,0.2,187
1459,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,30.4,8.7,0.3,191
1460,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,29.0,10.6,0.3,202
1461,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,28.0,10.2,0.3,194
1462,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,25.1,12.6,3.2,222
1463,＜魚類＞　（まぐろ類）　びんなが　生,26.0,0.7,0.2,111
1464,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,21.6,0.4,0.1,88
1465,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,20.3,28.3,0.1,322
1466,＜魚類＞　（まぐろ類）　めじまぐろ　生,25.2,4.8,0.1,139
1467,＜魚類＞　（まぐろ類） めばち　赤身　生,25.4,2.3,0.3,115
1468,＜魚類＞　（まぐろ類） めばち　脂身　生,23.9,7.5,0.4,158
1469,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,16.0,0.7,0.2,70
1470,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,18.3,2.5,0.4,96
1471,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,19.0,2.3,9.9,134
1472,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,17.7,21.7,0.1,265
1473,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,18.8,23.6,0.1,279
1474,＜魚類＞　マジェランあいなめ　生,13.3,22.9,0.1,243
1475,＜魚類＞　まながつお　生,17.1,10.9,Tr,156
1476,＜魚類＞　みなみくろたち　生,21.7,3.0,0.1,112
1477,＜魚類＞　みなみだら　生,16.4,0.3,Tr,68
1478,＜魚類＞　むつ　生,16.7,12.6,Tr,175
1479,＜魚類＞　むつ　水煮,22.2,8.4,Tr,161
1480,＜魚類＞　めじな　生,19.4,4.5,0.1,113
1481,＜魚類＞　めばる　生,18.1,3.5,Tr,100
1482,＜魚類＞　メルルーサ　生,17.0,0.6,Tr,73
1483,＜魚類＞　やつめうなぎ　生,15.8,21.8,0.2,245
1484,＜魚類＞　やつめうなぎ　干しやつめ,50.3,31.2,0.5,449
1485,＜魚類＞　やまめ　養殖　生,18.4,4.3,0.3,108
1486,＜魚類＞　わかさぎ　生,14.4,1.7,0.1,71
1487,＜魚類＞　わかさぎ　つくだ煮,28.7,5.5,38.2,308
1488,＜魚類＞　わかさぎ　あめ煮,26.3,5.1,40.4,301
1489,＜貝類＞　あかがい　生,13.5,0.3,3.5,70
1490,＜貝類＞　あげまき　生,8.1,0.6,2.0,44
1491,＜貝類＞　あさり　生,6.0,0.3,0.4,27
1492,＜貝類＞　あさり　つくだ煮,20.8,2.4,30.1,218
1493,＜貝類＞　あさり　缶詰　水煮,20.3,2.2,1.9,102
1494,＜貝類＞　あさり　缶詰　味付け,16.6,1.9,11.5,124
1495,＜貝類＞　あわび　くろあわび　生,14.3,0.8,3.6,76
1496,＜貝類＞　あわび　まだかあわび　生,14.6,0.4,3.3,74
1497,＜貝類＞　あわび　めがいあわび　生,12.2,0.3,6.8,74
1498,＜貝類＞　あわび　干し,38.0,1.6,23.8,257
1499,＜貝類＞　あわび　塩辛,14.8,3.9,1.4,93
1500,＜貝類＞　あわび　水煮缶詰,19.4,0.4,1.0,85
1501,＜貝類＞　いがい　生,10.3,1.6,3.2,63
1502,＜貝類＞　いたやがい　養殖　生,10.8,0.8,1.5,55
1503,＜貝類＞　エスカルゴ　水煮缶詰,16.5,1.0,0.8,75
1504,＜貝類＞　かき　養殖　生,6.9,2.2,4.9,58
1505,＜貝類＞　かき　養殖　水煮,9.9,3.6,7.1,90
1506,＜貝類＞　かき　養殖　フライ,7.6,11.1,32.9,256
1507,＜貝類＞　かき　くん製油漬缶詰,12.5,22.6,11.2,288
1508,＜貝類＞　さざえ　生,19.4,0.4,0.8,83
1509,＜貝類＞　さざえ　焼き,21.3,0.4,0.9,91
1510,＜貝類＞　さるぼう　味付け缶詰,15.9,2.2,12.9,124
1511,＜貝類＞　しじみ　生,7.5,1.4,4.5,54
1512,＜貝類＞　しじみ　水煮,15.4,2.7,5.5,95
1513,＜貝類＞　たいらがい　貝柱　生,21.8,0.2,1.5,94
1514,＜貝類＞　たにし　生,13.0,1.1,3.6,73
1515,＜貝類＞　つぶ　生,17.8,0.2,2.3,82
1516,＜貝類＞　とこぶし　生,16.0,0.4,3.0,78
1517,＜貝類＞　とりがい　斧足　生,12.9,0.3,6.9,81
1518,＜貝類＞　ばい　生,16.3,0.6,3.1,81
1519,＜貝類＞　ばかがい　生,10.9,0.5,2.4,56
1520,＜貝類＞　（はまぐり類）　はまぐり　生,6.1,0.6,1.8,35
1521,＜貝類＞　（はまぐり類）　はまぐり　水煮,14.9,1.5,2.9,79
1522,＜貝類＞　（はまぐり類）　はまぐり　焼き,13.3,1.0,2.8,70
1523,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,27.0,2.8,21.4,211
1524,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,6.5,1.0,2.7,41
1525,＜貝類＞　ほたてがい　生,13.5,0.9,1.5,66
1526,＜貝類＞　ほたてがい　水煮,17.6,1.9,1.9,89
1527,＜貝類＞　ほたてがい　貝柱　生,16.9,0.3,3.5,82
1528,＜貝類＞　ほたてがい　貝柱　焼き,23.8,0.3,4.6,123
1529,＜貝類＞　ほたてがい　貝柱　煮干し,65.7,1.4,7.6,301
1530,＜貝類＞　ほたてがい　貝柱　水煮缶詰,19.5,0.6,1.5,87
1531,＜貝類＞　ほっきがい　生,11.1,1.1,3.8,66
1532,＜貝類＞　みるがい　水管　生,18.3,0.4,0.3,77
1533,＜えび・かに類＞　（えび類）　あまえび　生,19.8,1.5,0.1,85
1534,＜えび・かに類＞　（えび類）　いせえび　生,20.9,0.4,Tr,86
1535,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,21.6,0.6,Tr,90
1536,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,28.2,0.5,Tr,116
1537,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,23.5,0.4,Tr,97
1538,＜えび・かに類＞　（えび類）　さくらえび　生,16.6,2.0,0.1,78
1539,＜えび・かに類＞　（えび類）　さくらえび　ゆで,18.2,1.5,Tr,79
1540,＜えび・かに類＞　（えび類）　さくらえび　素干し,64.9,4.0,0.1,278
1541,＜えび・かに類＞　（えび類）　さくらえび　煮干し,59.1,2.5,0.1,247
1542,＜えび・かに類＞　（えび類）　大正えび　生,21.7,0.3,0.1,89
1543,＜えび・かに類＞　（えび類）　しばえび　生,18.7,0.4,0.1,78
1544,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,19.6,0.6,0.7,82
1545,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,20.0,10.3,6.5,194
1546,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,18.4,0.3,0.3,77
1547,＜えび・かに類＞　（えび類）　加工品　干しえび,48.6,2.8,0.3,207
1548,＜えび・かに類＞　（えび類）　加工品　つくだ煮,25.9,2.2,30.1,239
1549,＜えび・かに類＞　（かに類）　がざみ　生,14.4,0.3,0.3,61
1550,＜えび・かに類＞　（かに類）　毛がに　生,15.8,0.5,0.2,67
1551,＜えび・かに類＞　（かに類）　毛がに　ゆで,18.4,0.5,0.2,78
1552,＜えび・かに類＞　（かに類）　ずわいがに　生,13.9,0.4,0.1,59
1553,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,15.0,0.6,0.1,65
1554,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,16.3,0.4,0.2,69
1555,＜えび・かに類＞　（かに類）　たらばがに　生,13.0,0.9,0.2,56
1556,＜えび・かに類＞　（かに類）　たらばがに　ゆで,17.5,1.5,0.3,77
1557,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,20.6,0.3,0.1,85
1558,＜えび・かに類＞　（かに類）　加工品　がん漬,8.4,0.4,5.4,58
1559,＜いか・たこ類＞　（いか類）　あかいか　生,17.9,1.5,Tr,81
1560,＜いか・たこ類＞　（いか類）　けんさきいか　生,17.5,1.0,0.1,77
1561,＜いか・たこ類＞　（いか類）　こういか　生,14.9,1.3,0.1,64
1562,＜いか・たこ類＞　（いか類）　するめいか　生,17.9,0.8,0.1,76
1563,＜いか・たこ類＞　（いか類）　するめいか　水煮,21.9,0.9,0.1,98
1564,＜いか・たこ類＞　（いか類）　するめいか　焼き,23.6,1.0,0.1,108
1565,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,18.6,0.7,0.1,78
1566,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,18.6,0.6,0.1,80
1567,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,16.7,10.8,6.3,175
1568,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,16.9,0.9,0,75
1569,＜いか・たこ類＞　（いか類）　ほたるいか　生,11.8,3.5,0.2,74
1570,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,17.7,2.9,0.4,91
1571,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,43.1,7.5,21.3,305
1572,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,27.0,6.7,22.9,245
1573,＜いか・たこ類＞　（いか類）　やりいか　生,17.6,1.0,0.4,79
1574,＜いか・たこ類＞　（いか類）　加工品　するめ,69.2,4.3,0.4,304
1575,＜いか・たこ類＞　（いか類）　加工品　さきいか,45.5,3.1,17.3,268
1576,＜いか・たこ類＞　（いか類）　加工品　くん製,35.2,1.5,12.8,202
1577,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,22.7,4.7,46.1,310
1578,＜いか・たこ類＞　（いか類）　加工品　いかあられ,20.0,1.8,49.1,289
1579,＜いか・たこ類＞　（いか類）　加工品　塩辛,15.2,3.4,6.5,114
1580,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,21.4,1.8,7.7,127
1581,＜いか・たこ類＞　（たこ類）　いいだこ　生,14.6,0.8,0.1,64
1582,＜いか・たこ類＞　（たこ類）　まだこ　生,16.4,0.7,0.1,70
1583,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,21.7,0.7,0.1,91
1584,＜いか・たこ類＞　（たこ類）　みずだこ　生,13.4,0.9,0.1,61
1585,＜その他＞　あみ　つくだ煮,19.1,1.8,35.1,230
1586,＜その他＞　あみ　塩辛,12.9,1.1,0.8,62
1587,＜その他＞　うに　生うに,16.0,4.8,3.3,109
1588,＜その他＞　うに　粒うに,17.2,5.8,15.6,172
1589,＜その他＞　うに　練りうに,13.5,2.9,22.4,166
1590,＜その他＞　おきあみ　生,15.0,3.2,0.2,84
1591,＜その他＞　おきあみ　ゆで,13.8,3.0,Tr,78
1592,＜その他＞　くらげ　塩蔵　塩抜き,5.2,0.1,Tr,21
1593,＜その他＞　しゃこ　ゆで,19.2,1.7,0.2,89
1594,＜その他＞　なまこ　生,4.6,0.3,0.5,22
1595,＜その他＞　なまこ　このわた,11.4,1.8,0.5,54
1596,＜その他＞　ほや　生,5.0,0.8,0.8,27
1597,＜その他＞　ほや　塩辛,11.6,1.1,3.8,69
1598,＜水産練り製品＞　かに風味かまぼこ,12.1,0.5,9.2,89
1599,＜水産練り製品＞　黒はんぺん,11.2,2.9,13.7,119
1600,＜水産練り製品＞　昆布巻きかまぼこ,8.9,0.5,11.0,83
1601,＜水産練り製品＞　す巻きかまぼこ,12.0,0.8,8.7,89
1602,＜水産練り製品＞　蒸しかまぼこ,12.0,0.9,9.7,93
1603,＜水産練り製品＞　焼き抜きかまぼこ,16.2,1.0,7.4,102
1604,＜水産練り製品＞　焼き竹輪,12.2,2.0,13.5,119
1605,＜水産練り製品＞　だて巻,14.6,7.5,17.6,190
1606,＜水産練り製品＞　つみれ,12.0,4.3,6.5,104
1607,＜水産練り製品＞　なると,7.6,0.4,11.6,80
1608,＜水産練り製品＞　はんぺん,9.9,1.0,11.4,93
1609,＜水産練り製品＞　さつま揚げ,12.5,3.7,13.9,135
1610,＜水産練り製品＞　魚肉ハム,13.4,6.7,11.1,155
1611,＜水産練り製品＞　魚肉ソーセージ,11.5,7.2,12.6,158
1612,＜畜肉類＞　いのしし　肉　脂身つき　生,18.8,19.8,0.5,244
1613,＜畜肉類＞　いのぶた　肉　脂身つき　生,18.1,24.1,0.3,283
1614,＜畜肉類＞　うさぎ　肉　赤肉　生,20.5,6.3,Tr,131
1615,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,17.7,22.3,0.3,258
1616,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,18.3,19.8,0.3,239
1617,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,20.2,12.2,0.3,183
1618,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,4.0,78.0,0,692
1619,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,13.8,37.4,0.2,380
1620,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,14.0,36.5,0.2,373
1621,＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,16.5,26.1,0.2,293
1622,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,9.7,56.5,0.1,514
1623,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,12.6,58.2,0.1,539
1624,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,14.6,56.8,0.2,541
1625,＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,10.3,54.4,0.1,502
1626,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,14.0,40.0,0.2,395
1627,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,4.2,78.0,0,674
1628,＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,11.7,47.5,0.3,460
1629,＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,12.9,42.5,0.3,422
1630,＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,17.1,25.8,0.4,294
1631,＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,11.0,50.0,0.1,472
1632,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,19.2,18.7,0.5,235
1633,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,20.2,15.5,0.6,212
1634,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,25.7,23.3,0.2,302
1635,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,27.7,22.7,0.5,300
1636,＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,21.3,10.7,0.6,176
1637,＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,4.4,75.4,0,664
1638,＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,17.8,20.0,0.5,244
1639,＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,18.7,16.6,0.5,219
1640,＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,20.7,8.7,0.6,159
1641,＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,15.1,29.9,0.4,319
1642,＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,16.0,26.4,0.4,293
1643,＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,19.2,13.6,0.5,196
1644,＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,19.1,15.0,0.3,207
1645,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,17.1,19.8,0.3,231
1646,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,20.8,23.8,0.1,309
1647,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,23.0,25.5,0.2,298
1648,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,17.9,14.9,0.4,262
1649,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,20.4,6.7,0.2,138
1650,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,27.9,7.1,1.0,174
1651,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,26.9,7.7,0.8,175
1652,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,4.5,73.3,0,650
1653,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,16.2,26.4,0.2,295
1654,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,16.5,25.2,0.2,285
1655,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,19.1,13.9,0.2,196
1656,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,14.1,37.1,0.2,380
1657,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,17.2,43.0,0.3,428
1658,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,20.4,45.0,0.3,457
1659,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,15.0,33.4,0.2,351
1660,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,18.8,17.8,0.3,230
1661,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,3.7,80.5,0,703
1662,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,16.5,27.9,0.4,313
1663,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,18.4,20.2,0.5,253
1664,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,21.1,9.1,0.6,167
1665,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,12.8,39.4,0.3,381
1666,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,15.9,44.2,0.3,451
1667,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,19.5,13.3,0.4,196
1668,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,20.5,9.9,0.4,169
1669,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,28.4,13.8,0.6,235
1670,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,28.0,13.2,0.6,227
1671,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,21.9,4.9,0.4,130
1672,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,5.1,64.1,0.2,594
1673,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,18.2,16.3,0.6,220
1674,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,19.6,11.1,0.6,179
1675,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,21.3,5.0,0.7,131
1676,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,18.6,17.8,0.6,234
1677,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,19.7,13.9,0.6,203
1678,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,22.0,6.1,0.7,142
1679,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,20.8,11.2,0.5,177
1680,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,27.2,15.2,0.4,238
1681,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,12.0,51.8,0.3,489
1682,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,13.2,56.5,0.1,540
1683,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,14.5,60.1,0.2,575
1684,＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,13.6,45.2,0.3,438
1685,＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,16.7,32.3,0.4,338
1686,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,3.6,86.7,0,759
1687,＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,12.2,44.4,0.3,445
1688,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,16.4,28.9,0.4,312
1689,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,18.3,21.6,0.4,250
1690,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,25.7,28.2,0.2,331
1691,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,25.0,27.6,0.5,313
1692,＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,19.3,17.5,0.5,222
1693,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,4.8,75.8,0.1,682
1694,＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,19.0,18.0,0.4,229
1695,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,19.0,10.6,0.1,160
1696,＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,19.6,7.8,0.1,138
1697,＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,20.4,4.6,0.1,114
1698,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,7.1,60.5,0,537
1699,＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,17.9,17.4,0.1,221
1700,＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,18.0,17.1,0.1,219
1701,＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,19.7,9.5,0.1,160
1702,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,20.1,15.4,0.4,212
1703,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,25.8,23.9,0.1,307
1704,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　焼き,25.0,23.9,0.3,306
1705,＜畜肉類＞　うし　［輸入牛肉］　リブロース　皮下脂肪なし　生,20.3,14.4,0.4,203
1706,＜畜肉類＞　うし　［輸入牛肉］　リブロース　赤肉　生,21.7,9.1,0.4,163
1707,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身　生,5.7,73.1,0.1,653
1708,＜畜肉類＞　うし　［輸入牛肉］　サーロイン　脂身つき　生,17.4,23.7,0.4,273
1709,＜畜肉類＞　うし　［輸入牛肉］　サーロイン　皮下脂肪なし　生,19.1,16.5,0.4,218
1710,＜畜肉類＞　うし　［輸入牛肉］　サーロイン　赤肉　生,22.0,4.4,0.5,127
1711,＜畜肉類＞　うし　［輸入牛肉］　ばら　脂身つき　生,14.4,32.9,0.2,338
1712,＜畜肉類＞　うし　［輸入牛肉］　もも　脂身つき　生,19.6,8.6,0.4,148
1713,＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　生,20.0,6.7,0.4,133
1714,＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　ゆで,30.0,11.0,0.2,204
