Num,Name,KCAL,PROTEIN,FAT,CARBON HYDRATE
1374,＜魚類＞　（ししゃも類）　ししゃも　生干し　焼き,162,24.3,7.8,0.2
1375,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　生,160,15.6,11.6,0.5
1376,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　焼き,170,18.2,11.3,0.6
1377,＜魚類＞　したびらめ　生,87,19.2,1.6,Tr
1378,＜魚類＞　しまあじ　養殖　生,147,21.9,8.0,0.1
1379,＜魚類＞　しらうお　生,70,13.6,2.0,0.1
1380,＜魚類＞　シルバー　生,138,18.6,7.9,Tr
1381,＜魚類＞　すずき　生,113,19.8,4.2,Tr
1382,＜魚類＞　（たい類）　きだい　生,100,18.6,3.1,0.2
1383,＜魚類＞　（たい類）　くろだい　生,137,20.4,6.7,0.3
1384,＜魚類＞　（たい類）　ちだい　生,97,19.4,2.4,0.1
1385,＜魚類＞　（たい類）　まだい　天然　生,129,20.6,5.8,0.1
1386,＜魚類＞　（たい類）　まだい　養殖　皮つき　生,160,20.9,9.4,0.1
1387,＜魚類＞　（たい類）　まだい　養殖　皮つき　水煮,182,22.2,11.9,0.1
1388,＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,186,22.7,12.0,0.1
1389,＜魚類＞　（たい類）　まだい　養殖　皮なし　生,131,21.2,5.9,0.2
1390,＜魚類＞　たかさご　生,93,20.2,1.5,0.1
1391,＜魚類＞　たかべ　生,148,18.7,9.0,Tr
1392,＜魚類＞　たちうお　生,238,16.5,20.9,Tr
1393,＜魚類＞　（たら類）　すけとうだら　生,72,17.4,1.0,0.1
1394,＜魚類＞　（たら類）　すけとうだら　フライ,195,19.2,11.9,5.7
1395,＜魚類＞　（たら類）　すけとうだら　すり身,98,17.5,0.2,6.6
1396,＜魚類＞　（たら類）　すけとうだら　すきみだら,165,40.5,0.3,0.1
1397,＜魚類＞　（たら類）　すけとうだら　たらこ　生,131,24.0,4.7,0.4
1398,＜魚類＞　（たら類）　すけとうだら　たらこ　焼き,158,28.3,6.1,0.5
1399,＜魚類＞　（たら類）　すけとうだら　からしめんたいこ,121,21.0,3.3,3.0
1400,＜魚類＞　（たら類）　まだら　生,72,17.6,0.2,0.1
1401,＜魚類＞　（たら類）　まだら　焼き,103,25.2,0.2,0.2
1402,＜魚類＞　（たら類）　まだら　しらこ　生,60,13.4,0.8,0.2
1403,＜魚類＞　（たら類）　まだら　塩だら,61,15.2,0.1,Tr
1404,＜魚類＞　（たら類）　まだら　干しだら,299,73.2,0.8,0.1
1405,＜魚類＞　（たら類）　加工品　でんぶ,276,25.5,1.1,41.5
1406,＜魚類＞　（たら類）　加工品　桜でんぶ,351,10.6,0.5,80.2
1407,＜魚類＞　ちか　生,82,19.5,0.6,Tr
1408,＜魚類＞　どじょう　生,72,16.1,1.2,Tr
1409,＜魚類＞　どじょう　水煮,76,17.1,1.2,Tr
1410,＜魚類＞　とびうお　生,89,21.0,0.7,0.1
1411,＜魚類＞　とびうお　煮干し,325,80.0,2.2,0.1
1412,＜魚類＞　とびうお　焼き干し,309,73.4,3.3,0.1
1413,＜魚類＞　ナイルティラピア　生,124,19.8,5.3,0.2
1414,＜魚類＞　なまず　生,139,18.4,8.6,Tr
1415,＜魚類＞　にぎす　生,84,18.7,1.2,0.1
1416,＜魚類＞　にしん　生,196,17.4,15.1,0.1
1417,＜魚類＞　にしん　身欠きにしん,224,20.9,16.7,0.2
1418,＜魚類＞　にしん　開き干し,239,18.5,19.7,0.2
1419,＜魚類＞　にしん　くん製,280,23.1,22.1,Tr
1420,＜魚類＞　にしん　かずのこ　生,139,25.2,6.7,0.2
1421,＜魚類＞　にしん　かずのこ　乾,358,65.2,13.6,0.5
1422,＜魚類＞　にしん　かずのこ　塩蔵　水戻し,80,15.0,3.0,0.6
1423,＜魚類＞　はぜ　生,78,19.1,0.2,0.1
1424,＜魚類＞　はぜ　つくだ煮,277,24.3,3.0,39.9
1425,＜魚類＞　はぜ　甘露煮,260,21.1,2.2,40.3
1426,＜魚類＞　はたはた　生,101,14.1,5.7,Tr
1427,＜魚類＞　はたはた　生干し,154,16.7,10.3,Tr
1428,＜魚類＞　はまふえふき　生,85,20.5,0.3,0.1
1429,＜魚類＞　はも　生,132,22.3,5.3,Tr
1430,＜魚類＞　ひらまさ　生,128,22.6,4.9,0.1
1431,＜魚類＞　ひらめ　天然　生,94,20.0,2.0,Tr
1432,＜魚類＞　ひらめ　養殖　皮つき　生,115,21.6,3.7,Tr
1433,＜魚類＞　ひらめ　養殖　皮なし　生,100,21.2,2.5,0.1
1434,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,80,19.3,0.3,0.2
1435,＜魚類＞　（ふぐ類）　まふぐ　生,78,18.9,0.4,Tr
1436,＜魚類＞　ふな　生,93,18.2,2.5,0.1
1437,＜魚類＞　ふな　水煮,104,20.3,2.8,0.1
1438,＜魚類＞　ふな　甘露煮,266,15.5,3.6,44.4
1439,＜魚類＞　ふな　ふなずし,181,21.3,7.9,9.2
1440,＜魚類＞　ぶり　成魚　生,222,21.4,17.6,0.3
1441,＜魚類＞　ぶり　成魚　焼き,260,26.2,20.4,0.3
1442,＜魚類＞　ぶり　はまち　養殖　皮つき　生,217,20.7,17.2,0.3
1443,＜魚類＞　ぶり　はまち　養殖　皮なし　生,180,21.0,12.0,0.3
1444,＜魚類＞　ほうぼう　生,110,19.6,4.2,Tr
1445,＜魚類＞　ホキ　生,78,17.0,1.3,Tr
1446,＜魚類＞　ほっけ　生,103,17.3,4.4,0.1
1447,＜魚類＞　ほっけ　塩ほっけ,113,18.1,4.9,0.1
1448,＜魚類＞　ほっけ　開き干し　生,161,20.6,9.4,0.1
1449,＜魚類＞　ほっけ　開き干し　焼き,179,23.1,10.9,0.2
1450,＜魚類＞　ぼら　生,119,19.2,5.0,0.1
1451,＜魚類＞　ぼら　からすみ,353,40.4,28.9,0.3
1452,＜魚類＞　ほんもろこ　生,100,17.5,4.1,0.1
1453,＜魚類＞　（まぐろ類）　きはだ　生,102,24.3,1.0,Tr
1454,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,115,26.4,1.4,0.1
1455,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,308,20.1,27.5,0.1
1456,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,153,24.8,7.6,0.3
1457,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,173,27.2,8.3,0.3
1458,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,187,28.0,9.9,0.2
1459,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,191,30.4,8.7,0.3
1460,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,202,29.0,10.6,0.3
1461,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,194,28.0,10.2,0.3
1462,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,222,25.1,12.6,3.2
1463,＜魚類＞　（まぐろ類）　びんなが　生,111,26.0,0.7,0.2
1464,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,88,21.6,0.4,0.1
1465,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,322,20.3,28.3,0.1
1466,＜魚類＞　（まぐろ類）　めじまぐろ　生,139,25.2,4.8,0.1
1467,＜魚類＞　（まぐろ類） めばち　赤身　生,115,25.4,2.3,0.3
1468,＜魚類＞　（まぐろ類） めばち　脂身　生,158,23.9,7.5,0.4
1469,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,70,16.0,0.7,0.2
1470,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,96,18.3,2.5,0.4
1471,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,134,19.0,2.3,9.9
1472,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,265,17.7,21.7,0.1
1473,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,279,18.8,23.6,0.1
1474,＜魚類＞　マジェランあいなめ　生,243,13.3,22.9,0.1
1475,＜魚類＞　まながつお　生,156,17.1,10.9,Tr
1476,＜魚類＞　みなみくろたち　生,112,21.7,3.0,0.1
1477,＜魚類＞　みなみだら　生,68,16.4,0.3,Tr
1478,＜魚類＞　むつ　生,175,16.7,12.6,Tr
1479,＜魚類＞　むつ　水煮,161,22.2,8.4,Tr
1480,＜魚類＞　めじな　生,113,19.4,4.5,0.1
1481,＜魚類＞　めばる　生,100,18.1,3.5,Tr
1482,＜魚類＞　メルルーサ　生,73,17.0,0.6,Tr
1483,＜魚類＞　やつめうなぎ　生,245,15.8,21.8,0.2
1484,＜魚類＞　やつめうなぎ　干しやつめ,449,50.3,31.2,0.5
1485,＜魚類＞　やまめ　養殖　生,108,18.4,4.3,0.3
1486,＜魚類＞　わかさぎ　生,71,14.4,1.7,0.1
1487,＜魚類＞　わかさぎ　つくだ煮,308,28.7,5.5,38.2
1488,＜魚類＞　わかさぎ　あめ煮,301,26.3,5.1,40.4
1489,＜貝類＞　あかがい　生,70,13.5,0.3,3.5
1490,＜貝類＞　あげまき　生,44,8.1,0.6,2.0
1491,＜貝類＞　あさり　生,27,6.0,0.3,0.4
1492,＜貝類＞　あさり　つくだ煮,218,20.8,2.4,30.1
1493,＜貝類＞　あさり　缶詰　水煮,102,20.3,2.2,1.9
1494,＜貝類＞　あさり　缶詰　味付け,124,16.6,1.9,11.5
1495,＜貝類＞　あわび　くろあわび　生,76,14.3,0.8,3.6
1496,＜貝類＞　あわび　まだかあわび　生,74,14.6,0.4,3.3
1497,＜貝類＞　あわび　めがいあわび　生,74,12.2,0.3,6.8
1498,＜貝類＞　あわび　干し,257,38.0,1.6,23.8
1499,＜貝類＞　あわび　塩辛,93,14.8,3.9,1.4
1500,＜貝類＞　あわび　水煮缶詰,85,19.4,0.4,1.0
1501,＜貝類＞　いがい　生,63,10.3,1.6,3.2
1502,＜貝類＞　いたやがい　養殖　生,55,10.8,0.8,1.5
1503,＜貝類＞　エスカルゴ　水煮缶詰,75,16.5,1.0,0.8
1504,＜貝類＞　かき　養殖　生,58,6.9,2.2,4.9
1505,＜貝類＞　かき　養殖　水煮,90,9.9,3.6,7.1
1506,＜貝類＞　かき　養殖　フライ,256,7.6,11.1,32.9
1507,＜貝類＞　かき　くん製油漬缶詰,288,12.5,22.6,11.2
1508,＜貝類＞　さざえ　生,83,19.4,0.4,0.8
1509,＜貝類＞　さざえ　焼き,91,21.3,0.4,0.9
1510,＜貝類＞　さるぼう　味付け缶詰,124,15.9,2.2,12.9
1511,＜貝類＞　しじみ　生,54,7.5,1.4,4.5
1512,＜貝類＞　しじみ　水煮,95,15.4,2.7,5.5
1513,＜貝類＞　たいらがい　貝柱　生,94,21.8,0.2,1.5
1514,＜貝類＞　たにし　生,73,13.0,1.1,3.6
1515,＜貝類＞　つぶ　生,82,17.8,0.2,2.3
1516,＜貝類＞　とこぶし　生,78,16.0,0.4,3.0
1517,＜貝類＞　とりがい　斧足　生,81,12.9,0.3,6.9
1518,＜貝類＞　ばい　生,81,16.3,0.6,3.1
1519,＜貝類＞　ばかがい　生,56,10.9,0.5,2.4
1520,＜貝類＞　（はまぐり類）　はまぐり　生,35,6.1,0.6,1.8
1521,＜貝類＞　（はまぐり類）　はまぐり　水煮,79,14.9,1.5,2.9
1522,＜貝類＞　（はまぐり類）　はまぐり　焼き,70,13.3,1.0,2.8
1523,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,211,27.0,2.8,21.4
1524,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,41,6.5,1.0,2.7
1525,＜貝類＞　ほたてがい　生,66,13.5,0.9,1.5
1526,＜貝類＞　ほたてがい　水煮,89,17.6,1.9,1.9
1527,＜貝類＞　ほたてがい　貝柱　生,82,16.9,0.3,3.5
1528,＜貝類＞　ほたてがい　貝柱　焼き,123,23.8,0.3,4.6
1529,＜貝類＞　ほたてがい　貝柱　煮干し,301,65.7,1.4,7.6
1530,＜貝類＞　ほたてがい　貝柱　水煮缶詰,87,19.5,0.6,1.5
1531,＜貝類＞　ほっきがい　生,66,11.1,1.1,3.8
1532,＜貝類＞　みるがい　水管　生,77,18.3,0.4,0.3
1533,＜えび・かに類＞　（えび類）　あまえび　生,85,19.8,1.5,0.1
1534,＜えび・かに類＞　（えび類）　いせえび　生,86,20.9,0.4,Tr
1535,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,90,21.6,0.6,Tr
1536,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,116,28.2,0.5,Tr
1537,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,97,23.5,0.4,Tr
1538,＜えび・かに類＞　（えび類）　さくらえび　生,78,16.6,2.0,0.1
1539,＜えび・かに類＞　（えび類）　さくらえび　ゆで,79,18.2,1.5,Tr
1540,＜えび・かに類＞　（えび類）　さくらえび　素干し,278,64.9,4.0,0.1
1541,＜えび・かに類＞　（えび類）　さくらえび　煮干し,247,59.1,2.5,0.1
1542,＜えび・かに類＞　（えび類）　大正えび　生,89,21.7,0.3,0.1
1543,＜えび・かに類＞　（えび類）　しばえび　生,78,18.7,0.4,0.1
1544,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,82,19.6,0.6,0.7
1545,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,194,20.0,10.3,6.5
1546,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,77,18.4,0.3,0.3
1547,＜えび・かに類＞　（えび類）　加工品　干しえび,207,48.6,2.8,0.3
1548,＜えび・かに類＞　（えび類）　加工品　つくだ煮,239,25.9,2.2,30.1
1549,＜えび・かに類＞　（かに類）　がざみ　生,61,14.4,0.3,0.3
1550,＜えび・かに類＞　（かに類）　毛がに　生,67,15.8,0.5,0.2
1551,＜えび・かに類＞　（かに類）　毛がに　ゆで,78,18.4,0.5,0.2
1552,＜えび・かに類＞　（かに類）　ずわいがに　生,59,13.9,0.4,0.1
1553,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,65,15.0,0.6,0.1
1554,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,69,16.3,0.4,0.2
1555,＜えび・かに類＞　（かに類）　たらばがに　生,56,13.0,0.9,0.2
1556,＜えび・かに類＞　（かに類）　たらばがに　ゆで,77,17.5,1.5,0.3
1557,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,85,20.6,0.3,0.1
1558,＜えび・かに類＞　（かに類）　加工品　がん漬,58,8.4,0.4,5.4
1559,＜いか・たこ類＞　（いか類）　あかいか　生,81,17.9,1.5,Tr
1560,＜いか・たこ類＞　（いか類）　けんさきいか　生,77,17.5,1.0,0.1
1561,＜いか・たこ類＞　（いか類）　こういか　生,64,14.9,1.3,0.1
1562,＜いか・たこ類＞　（いか類）　するめいか　生,76,17.9,0.8,0.1
1563,＜いか・たこ類＞　（いか類）　するめいか　水煮,98,21.9,0.9,0.1
1564,＜いか・たこ類＞　（いか類）　するめいか　焼き,108,23.6,1.0,0.1
1565,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,78,18.6,0.7,0.1
1566,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,80,18.6,0.6,0.1
1567,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,175,16.7,10.8,6.3
1568,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,75,16.9,0.9,0
1569,＜いか・たこ類＞　（いか類）　ほたるいか　生,74,11.8,3.5,0.2
1570,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,91,17.7,2.9,0.4
1571,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,305,43.1,7.5,21.3
1572,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,245,27.0,6.7,22.9
1573,＜いか・たこ類＞　（いか類）　やりいか　生,79,17.6,1.0,0.4
1574,＜いか・たこ類＞　（いか類）　加工品　するめ,304,69.2,4.3,0.4
1575,＜いか・たこ類＞　（いか類）　加工品　さきいか,268,45.5,3.1,17.3
1576,＜いか・たこ類＞　（いか類）　加工品　くん製,202,35.2,1.5,12.8
1577,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,310,22.7,4.7,46.1
1578,＜いか・たこ類＞　（いか類）　加工品　いかあられ,289,20.0,1.8,49.1
1579,＜いか・たこ類＞　（いか類）　加工品　塩辛,114,15.2,3.4,6.5
1580,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,127,21.4,1.8,7.7
1581,＜いか・たこ類＞　（たこ類）　いいだこ　生,64,14.6,0.8,0.1
1582,＜いか・たこ類＞　（たこ類）　まだこ　生,70,16.4,0.7,0.1
1583,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,91,21.7,0.7,0.1
1584,＜いか・たこ類＞　（たこ類）　みずだこ　生,61,13.4,0.9,0.1
1585,＜その他＞　あみ　つくだ煮,230,19.1,1.8,35.1
1586,＜その他＞　あみ　塩辛,62,12.9,1.1,0.8
1587,＜その他＞　うに　生うに,109,16.0,4.8,3.3
1588,＜その他＞　うに　粒うに,172,17.2,5.8,15.6
1589,＜その他＞　うに　練りうに,166,13.5,2.9,22.4
1590,＜その他＞　おきあみ　生,84,15.0,3.2,0.2
1591,＜その他＞　おきあみ　ゆで,78,13.8,3.0,Tr
1592,＜その他＞　くらげ　塩蔵　塩抜き,21,5.2,0.1,Tr
1593,＜その他＞　しゃこ　ゆで,89,19.2,1.7,0.2
1594,＜その他＞　なまこ　生,22,4.6,0.3,0.5
1595,＜その他＞　なまこ　このわた,54,11.4,1.8,0.5
1596,＜その他＞　ほや　生,27,5.0,0.8,0.8
1597,＜その他＞　ほや　塩辛,69,11.6,1.1,3.8
1598,＜水産練り製品＞　かに風味かまぼこ,89,12.1,0.5,9.2
1599,＜水産練り製品＞　黒はんぺん,119,11.2,2.9,13.7
1600,＜水産練り製品＞　昆布巻きかまぼこ,83,8.9,0.5,11.0
1601,＜水産練り製品＞　す巻きかまぼこ,89,12.0,0.8,8.7
1602,＜水産練り製品＞　蒸しかまぼこ,93,12.0,0.9,9.7
1603,＜水産練り製品＞　焼き抜きかまぼこ,102,16.2,1.0,7.4
1604,＜水産練り製品＞　焼き竹輪,119,12.2,2.0,13.5
1605,＜水産練り製品＞　だて巻,190,14.6,7.5,17.6
1606,＜水産練り製品＞　つみれ,104,12.0,4.3,6.5
1607,＜水産練り製品＞　なると,80,7.6,0.4,11.6
1608,＜水産練り製品＞　はんぺん,93,9.9,1.0,11.4
1609,＜水産練り製品＞　さつま揚げ,135,12.5,3.7,13.9
1610,＜水産練り製品＞　魚肉ハム,155,13.4,6.7,11.1
1611,＜水産練り製品＞　魚肉ソーセージ,158,11.5,7.2,12.6
1612,＜畜肉類＞　いのしし　肉　脂身つき　生,244,18.8,19.8,0.5
1613,＜畜肉類＞　いのぶた　肉　脂身つき　生,283,18.1,24.1,0.3
1614,＜畜肉類＞　うさぎ　肉　赤肉　生,131,20.5,6.3,Tr
1615,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,258,17.7,22.3,0.3
1616,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,239,18.3,19.8,0.3
1617,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,183,20.2,12.2,0.3
1618,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,692,4.0,78.0,0
1619,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,380,13.8,37.4,0.2
1620,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,373,14.0,36.5,0.2
1621,＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,293,16.5,26.1,0.2
1622,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,514,9.7,56.5,0.1
1623,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,539,12.6,58.2,0.1
1624,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,541,14.6,56.8,0.2
1625,＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,502,10.3,54.4,0.1
1626,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,395,14.0,40.0,0.2
1627,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,674,4.2,78.0,0
1628,＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,460,11.7,47.5,0.3
1629,＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,422,12.9,42.5,0.3
1630,＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,294,17.1,25.8,0.4
1631,＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,472,11.0,50.0,0.1
1632,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,235,19.2,18.7,0.5
1633,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,212,20.2,15.5,0.6
1634,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,302,25.7,23.3,0.2
1635,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,300,27.7,22.7,0.5
1636,＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,176,21.3,10.7,0.6
1637,＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,664,4.4,75.4,0
1638,＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,244,17.8,20.0,0.5
1639,＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,219,18.7,16.6,0.5
1640,＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,159,20.7,8.7,0.6
1641,＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,319,15.1,29.9,0.4
1642,＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,293,16.0,26.4,0.4
1643,＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,196,19.2,13.6,0.5
1644,＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,207,19.1,15.0,0.3
1645,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,231,17.1,19.8,0.3
1646,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,309,20.8,23.8,0.1
1647,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,298,23.0,25.5,0.2
1648,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,262,17.9,14.9,0.4
1649,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,138,20.4,6.7,0.2
1650,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,174,27.9,7.1,1.0
1651,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,175,26.9,7.7,0.8
1652,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,650,4.5,73.3,0
1653,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,295,16.2,26.4,0.2
1654,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,285,16.5,25.2,0.2
1655,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,196,19.1,13.9,0.2
1656,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,380,14.1,37.1,0.2
1657,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,428,17.2,43.0,0.3
1658,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,457,20.4,45.0,0.3
1659,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,351,15.0,33.4,0.2
1660,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,230,18.8,17.8,0.3
1661,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,703,3.7,80.5,0
1662,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,313,16.5,27.9,0.4
1663,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,253,18.4,20.2,0.5
1664,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,167,21.1,9.1,0.6
1665,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,381,12.8,39.4,0.3
1666,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,451,15.9,44.2,0.3
1667,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,196,19.5,13.3,0.4
1668,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,169,20.5,9.9,0.4
1669,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,235,28.4,13.8,0.6
1670,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,227,28.0,13.2,0.6
1671,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,130,21.9,4.9,0.4
1672,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,594,5.1,64.1,0.2
1673,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,220,18.2,16.3,0.6
1674,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,179,19.6,11.1,0.6
1675,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,131,21.3,5.0,0.7
1676,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,234,18.6,17.8,0.6
1677,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,203,19.7,13.9,0.6
1678,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,142,22.0,6.1,0.7
1679,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,177,20.8,11.2,0.5
1680,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,238,27.2,15.2,0.4
1681,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,489,12.0,51.8,0.3
1682,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,540,13.2,56.5,0.1
1683,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,575,14.5,60.1,0.2
1684,＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,438,13.6,45.2,0.3
1685,＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,338,16.7,32.3,0.4
1686,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,759,3.6,86.7,0
1687,＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,445,12.2,44.4,0.3
1688,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,312,16.4,28.9,0.4
1689,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,250,18.3,21.6,0.4
1690,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,331,25.7,28.2,0.2
1691,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,313,25.0,27.6,0.5
1692,＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,222,19.3,17.5,0.5
1693,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,682,4.8,75.8,0.1
1694,＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,229,19.0,18.0,0.4
1695,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,160,19.0,10.6,0.1
