Num,Name,PROTEIN,FAT,CARBON HYDRATE
640,たらのめ　若芽　生,4.2,0.2,4.3
641,たらのめ　若芽　ゆで,4.0,0.2,4.1
642,チコリ　若芽　生,1.0,Tr,3.9
643,ちぢみゆきな　葉　生,3.6,0.6,5.7
644,ちぢみゆきな　葉　ゆで,3.8,0.7,5.2
645,チンゲンサイ　葉　生,0.6,0.1,2.0
646,チンゲンサイ　葉　ゆで,0.9,0.1,2.4
647,チンゲンサイ　葉　油いため,0.8,3.2,2.2
648,つくし　胞子茎　生,3.5,0.1,8.1
649,つくし　胞子茎　ゆで,3.4,0.1,6.7
650,つるな　茎葉　生,1.8,0.1,2.8
651,つるにんじん　根　生,1.0,0.7,19.8
652,つるむらさき　茎葉　生,0.7,0.2,2.6
653,つるむらさき　茎葉　ゆで,0.9,0.2,3.2
654,つわぶき　葉柄　生,0.4,0,5.6
655,つわぶき　葉柄　ゆで,0.3,0,4.4
656,とうがらし　葉･果実　生,3.4,0.1,7.2
657,とうがらし　葉･果実　油いため,4.0,4.9,8.5
658,とうがらし　果実　生,3.9,3.4,16.3
659,とうがらし　果実　乾,14.7,12.0,58.4
660,とうがん　果実　生,0.5,0.1,3.8
661,とうがん　果実　ゆで,0.6,0.1,3.7
662,（とうもろこし類）　スイートコーン　未熟種子　生,3.6,1.7,16.8
663,（とうもろこし類）　スイートコーン　未熟種子　ゆで,3.5,1.7,18.6
664,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理,4.2,2.2,19.1
665,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍,3.5,1.5,18.7
666,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍,2.9,1.3,19.8
667,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,2.8,1.5,18.7
668,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　油いため,2.9,5.8,18.9
669,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル,1.7,0.5,18.6
670,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,2.3,0.5,17.8
671,（とうもろこし類）　ヤングコーン　幼雌穂　生,2.3,0.2,6.0
672,（トマト類）　赤色トマト　果実　生,0.7,0.1,4.7
673,（トマト類）　赤色ミニトマト　果実　生,1.1,0.1,7.2
674,（トマト類）　黄色トマト　果実　生,1.1,0.4,3.2
675,（トマト類）　ドライトマト,14.2,2.1,67.3
676,（トマト類）　加工品　ホール　食塩無添加,0.9,0.2,4.4
677,（トマト類）　加工品　トマトジュース　食塩添加,0.7,0.1,4.0
678,（トマト類）　加工品　トマトジュース　食塩無添加,0.7,0.1,4.0
679,（トマト類）　加工品　ミックスジュース　食塩添加,0.6,0,4.3
680,（トマト類）　加工品　ミックスジュース　食塩無添加,0.6,0,4.3
681,トレビス　葉　生,1.1,0.2,3.9
682,とんぶり　ゆで,6.1,3.5,12.9
683,ながさきはくさい　葉　生,1.3,0.1,2.6
684,ながさきはくさい　葉　ゆで,2.2,0.1,3.4
685,（なす類）　なす　果実　生,1.1,0.1,5.1
686,（なす類）　なす　果実　ゆで,1.0,0.1,4.5
687,（なす類）　なす　果実　油いため,1.5,5.8,6.3
688,（なす類）　なす　果実　天ぷら,1.6,14.0,12.0
689,（なす類）　べいなす　果実　生,1.1,0.1,5.3
690,（なす類）　べいなす　果実　素揚げ,1.0,17.0,6.7
691,（なす類）　漬物　塩漬,1.4,0.1,5.2
692,（なす類）　漬物　ぬかみそ漬,1.7,0.1,6.1
693,（なす類）　漬物　こうじ漬,5.5,0.1,18.2
694,（なす類）　漬物　からし漬,2.6,0.2,30.7
695,（なす類）　漬物　しば漬,1.4,0.2,7.0
696,なずな　葉　生,4.3,0.1,7.0
697,（なばな類）　和種なばな　花らい・茎　生,4.4,0.2,5.8
698,（なばな類）　和種なばな　花らい・茎　ゆで,4.7,0.1,4.3
699,（なばな類）　洋種なばな　茎葉　生,4.1,0.4,6.0
700,（なばな類）　洋種なばな　茎葉　ゆで,3.6,0.4,5.3
701,にがうり　果実　生,1.0,0.1,3.9
702,にがうり　果実　油いため,1.2,3.3,4.6
703,（にら類）　にら　葉　生,1.7,0.3,4.0
704,（にら類）　にら　葉　ゆで,2.6,0.5,5.7
705,（にら類）　にら　葉　油いため,1.9,5.7,4.9
706,（にら類）　花にら　花茎・花らい　生,1.9,0.2,5.9
707,（にら類）　黄にら　葉　生,2.1,0.1,3.3
708,（にんじん類）　葉にんじん　葉　生,1.1,0.2,3.7
709,（にんじん類）　にんじん　根　皮つき　生,0.7,0.2,9.3
710,（にんじん類）　にんじん　根　皮つき　ゆで,0.6,0.2,8.4
711,（にんじん類）　にんじん　根　皮なし　生,0.8,0.1,8.7
712,（にんじん類）　にんじん　根　皮なし　ゆで,0.7,0.1,8.5
713,（にんじん類）　にんじん　根　皮なし　油いため,1.1,6.4,12.4
714,（にんじん類）　にんじん　根　皮なし　素揚げ,1.0,3.5,13.9
715,（にんじん類）　にんじん　根　皮　生,0.7,0.2,7.3
716,（にんじん類）　にんじん　根　冷凍,0.8,0.2,8.2
717,（にんじん類）　にんじん　根　冷凍　ゆで,0.7,0.2,7.0
718,（にんじん類）　にんじん　根　冷凍　油いため,0.9,4.0,9.3
719,（にんじん類）　にんじん　グラッセ,0.7,1.4,12.7
720,（にんじん類）　にんじん　ジュース　缶詰,0.6,0.1,6.7
721,（にんじん類）　きんとき　根　皮つき　生,1.8,0.2,9.6
722,（にんじん類）　きんとき　根　皮つき　ゆで,1.9,0.2,9.2
723,（にんじん類）　きんとき　根　皮なし　生,1.8,0.3,9.7
724,（にんじん類）　きんとき　根　皮なし　ゆで,1.9,0.4,9.6
725,（にんじん類）　ミニキャロット　根　生,0.7,0.2,7.5
726,（にんにく類）　にんにく　りん茎　生,6.4,0.9,27.5
727,（にんにく類）　にんにく　りん茎　油いため,8.2,5.9,30.6
728,（にんにく類）　茎にんにく　花茎　生,1.9,0.3,10.6
729,（にんにく類）　茎にんにく　花茎　ゆで,1.7,0.2,10.7
730,（ねぎ類）　根深ねぎ　葉　軟白　生,1.4,0.1,8.3
731,（ねぎ類）　根深ねぎ　葉　軟白　ゆで,1.3,0.1,6.8
732,（ねぎ類）　根深ねぎ　葉　軟白　油いため,1.6,4.4,9.5
733,（ねぎ類）　葉ねぎ　葉　生,1.9,0.3,6.5
734,（ねぎ類）　葉ねぎ　葉　油いため,2.1,5.2,7.9
735,（ねぎ類）　こねぎ　葉　生,2.0,0.3,5.4
736,のざわな　葉　生,0.9,0.1,3.5
737,のざわな　漬物　塩漬,1.2,0.1,4.1
738,のざわな　漬物　調味漬,1.7,0,5.4
739,のびる　りん茎葉　生,3.2,0.2,15.5
740,はくさい　結球葉　生,0.8,0.1,3.2
741,はくさい　結球葉　ゆで,0.9,0.1,2.9
742,はくさい　漬物　塩漬,1.5,0.1,3.3
743,はくさい　漬物　キムチ,2.3,0.1,5.4
744,パクチョイ　葉　生,1.6,0.2,2.7
745,バジル　葉　生,2.0,0.6,4.0
746,パセリ　葉　生,4.0,0.7,7.8
747,はつかだいこん　根　生,0.8,0.1,3.1
748,はなっこりー　生,3.6,0.5,5.4
749,はやとうり　果実　白色種　生,0.6,0.1,4.9
750,はやとうり　果実　白色種　塩漬,0.6,Tr,4.4
751,はやとうり　果実　緑色種　生,0.6,0.1,4.9
752,ビーツ　根　生,1.6,0.1,9.3
753,ビーツ　根　ゆで,1.5,0.1,10.2
754,（ピーマン類）　青ピーマン　果実　生,0.9,0.2,5.1
755,（ピーマン類）　青ピーマン　果実　油いため,0.9,4.3,5.4
756,（ピーマン類）　赤ピーマン　果実　生,1.0,0.2,7.2
757,（ピーマン類）　赤ピーマン　果実　油いため,1.0,4.3,7.6
758,（ピーマン類）　オレンジピーマン　果実　生,0.9,0.3,4.2
759,（ピーマン類）　オレンジピーマン　果実　油いため,1.1,5.1,7.6
760,（ピーマン類）　黄ピーマン　果実　生,0.8,0.2,6.6
761,（ピーマン類）　黄ピーマン　果実　油いため,0.8,4.3,6.9
762,（ピーマン類）　トマピー　果実　生,1.0,0.2,7.5
763,ひのな　根・茎葉　生,1.0,Tr,4.7
764,ひのな　根・茎葉　甘酢漬,1.4,0.5,17.3
765,ひろしまな　葉　生,1.5,0.2,4.2
766,ひろしまな　塩漬,1.2,0.2,3.3
767,（ふき類）　ふき　葉柄　生,0.3,0,3.0
768,（ふき類）　ふき　葉柄　ゆで,0.3,0,1.9
769,（ふき類）　ふきのとう　花序　生,2.5,0.1,10.0
770,（ふき類）　ふきのとう　花序　ゆで,2.5,0.1,7.0
771,ふじまめ　若ざや　生,2.5,0.1,7.4
772,ふだんそう　葉　生,2.0,0.1,3.7
773,ふだんそう　葉　ゆで,2.8,0.1,5.4
774,ブロッコリー　花序　生,5.4,0.6,6.6
775,ブロッコリー　花序　ゆで,3.9,0.4,5.2
776,ブロッコリー　花序　電子レンジ調理,5.7,0.7,7.0
777,ブロッコリー　花序　焼き,9.9,1.2,8.4
778,ブロッコリー　花序　油いため,6.9,6.3,6.1
779,ブロッコリー　芽ばえ　生,1.9,0.6,2.6
780,へちま　果実　生,0.8,0.1,3.8
781,へちま　果実　ゆで,1.6,0.1,3.7
782,ほうれんそう　葉　通年平均　生,2.2,0.4,3.1
783,ほうれんそう　葉　通年平均　ゆで,2.6,0.5,4.0
784,ほうれんそう　葉　通年平均　油いため,3.8,8.1,4.4
785,ほうれんそう　葉　夏採り　生,2.2,0.4,3.1
786,ほうれんそう　葉　夏採り　ゆで,2.6,0.5,4.0
787,ほうれんそう　葉　冬採り　生,2.2,0.4,3.1
788,ほうれんそう　葉　冬採り　ゆで,2.6,0.5,4.0
789,ほうれんそう　葉　冷凍,2.9,0.3,3.4
790,ほうれんそう　葉　冷凍　ゆで,3.7,0.5,3.8
791,ほうれんそう　葉　冷凍　油いため,4.0,4.5,5.4
792,ホースラディシュ　根茎　生,3.1,0.3,17.7
793,まこも　茎　生,1.3,0.2,4.4
794,みずかけな　葉　生,2.9,0.1,4.7
795,みずかけな　塩漬,4.9,Tr,5.7
796,みずな　葉　生,2.2,0.1,4.8
797,みずな　葉　ゆで,2.0,0.1,4.7
798,みずな　塩漬,2.0,0.1,5.9
799,（みつば類）　切りみつば　葉　生,1.0,0.1,4.0
800,（みつば類）　切りみつば　葉　ゆで,0.9,0.1,3.3
801,（みつば類）　根みつば　葉　生,1.9,0.1,4.1
802,（みつば類）　根みつば　葉　ゆで,2.3,0.1,3.9
803,（みつば類）　糸みつば　葉　生,0.9,0.1,2.9
804,（みつば類）　糸みつば　葉　ゆで,1.1,0,4.0
805,みぶな　葉　生,1.1,0.3,2.9
806,（みょうが類）　みょうが　花穂　生,0.9,0.1,2.6
807,（みょうが類）　みょうがたけ　茎葉　生,0.4,0.1,1.5
808,むかご　肉芽　生,2.9,0.2,20.6
809,めキャベツ　結球葉　生,5.7,0.1,9.9
810,めキャベツ　結球葉　ゆで,5.3,0.1,9.8
811,めたで　芽ばえ　生,3.0,0.5,8.8
812,（もやし類）　アルファルファもやし　生,1.6,0.1,2.0
813,（もやし類）　だいずもやし　生,3.7,1.5,2.3
814,（もやし類）　だいずもやし　ゆで,2.9,1.6,2.2
815,（もやし類）　ブラックマッペもやし　生,2.2,Tr,2.8
816,（もやし類）　ブラックマッペもやし　ゆで,1.3,Tr,2.7
817,（もやし類）　ブラックマッペもやし　油いため,2.3,0.9,5.8
818,（もやし類）　りょくとうもやし　生,1.7,0.1,2.6
819,（もやし類）　りょくとうもやし　ゆで,1.6,0,2.3
820,モロヘイヤ　茎葉　生,4.8,0.5,6.3
821,モロヘイヤ　茎葉　ゆで,3.0,0.4,4.0
822,やぶまめ　生,15.5,6.5,29.5
823,やまごぼう　みそ漬,4.1,0.1,15.6
824,ゆりね　りん茎　生,3.8,0.1,28.3
825,ゆりね　りん茎　ゆで,3.4,0.1,28.7
826,ようさい　茎葉　生,2.2,0.1,3.1
827,ようさい　茎葉　ゆで,2.2,0.1,4.1
828,よめな　葉　生,3.4,0.2,10.0
829,よもぎ　葉　生,5.2,0.3,8.7
830,よもぎ　葉　ゆで,4.8,0.1,8.2
831,らっかせい　未熟豆　生,12.0,24.2,12.4
832,らっかせい　未熟豆　ゆで,11.9,23.5,12.3
833,（らっきょう類）　らっきょう　りん茎　生,1.4,0.2,29.3
834,（らっきょう類）　らっきょう　甘酢漬,0.4,0.3,29.4
835,（らっきょう類）　エシャレット　りん茎　生,2.3,0.2,17.8
836,リーキ　りん茎葉　生,1.6,0.1,6.9
837,リーキ　りん茎葉　ゆで,1.3,0.1,6.8
838,ルッコラ　葉　生,1.9,0.4,3.1
839,ルバーブ　葉柄　生,0.7,0.1,6.0
840,ルバーブ　葉柄　ゆで,0.5,0.1,4.6
841,（レタス類）　レタス　土耕栽培　結球葉　生,0.6,0.1,2.8
842,（レタス類）　レタス　水耕栽培　結球葉　生,0.8,0.2,2.9
843,（レタス類）　サラダな　葉　生,1.0,0.2,2.7
844,（レタス類）　リーフレタス　葉　生,1.4,0.1,3.3
845,（レタス類）　サニーレタス　葉　生,1.2,0.2,3.2
846,（レタス類）　サンチュ　葉　生,1.2,0.4,2.5
847,（レタス類）　コスレタス　葉　生,1.2,0.2,3.4
848,れんこん　根茎　生,1.9,0.1,15.5
849,れんこん　根茎　ゆで,1.3,0.1,16.1
850,れんこん　甘酢れんこん,0.6,0.2,16.5
851,わけぎ　葉　生,1.6,0,7.4
852,わけぎ　葉　ゆで,1.9,0,6.9
853,わさび　根茎　生,5.6,0.2,18.4
854,わさび　わさび漬,7.1,0.5,28.0
855,わらび　生わらび　生,2.4,0.1,4.0
856,わらび　生わらび　ゆで,1.5,0.1,3.0
857,わらび　干しわらび　乾,20.0,0.7,61.4
858,（その他）　ミックスベジタブル　冷凍,3.0,0.7,15.1
859,（その他）　ミックスベジタブル　冷凍　ゆで,3.1,0.8,14.6
860,（その他）　ミックスベジタブル　冷凍　油いため,3.3,4.9,15.7
861,（その他）　野菜ミックスジュース　通常タイプ,0.8,0.1,4.7
862,（その他）　野菜ミックスジュース　濃縮タイプ,1.0,0.3,7.8
863,あけび　果肉　生,0.5,0.1,22.0
864,あけび　果皮　生,0.3,0.3,8.6
865,アサイー　冷凍　無糖,0.9,5.3,5.0
866,アセロラ　酸味種　生,0.7,0.1,9.0
867,アセロラ　甘味種　生,0.7,0.1,9.0
868,アセロラ　果実飲料　10%果汁入り飲料,0.1,0,10.5
869,アテモヤ　生,1.8,0.4,19.4
870,アボカド　生,2.1,17.5,7.9
871,あんず　生,1.0,0.3,8.5
872,あんず　乾,9.2,0.4,70.4
873,あんず　缶詰,0.5,0.4,18.9
874,あんず　ジャム　高糖度,0.3,0.1,64.9
875,あんず　ジャム　低糖度,0.4,0.1,50.5
876,いちご　生,0.9,0.1,8.5
877,いちご　ジャム　高糖度,0.4,0.1,63.3
878,いちご　ジャム　低糖度,0.5,0.1,48.4
879,いちご　乾,0.5,0.2,82.8
880,いちじく　生,0.6,0.1,14.3
881,いちじく　乾,3.0,1.1,75.3
882,いちじく　缶詰,0.5,0.1,19.4
883,うめ　生,0.7,0.5,7.9
884,うめ　梅漬　塩漬,0.7,0.4,6.7
885,うめ　梅漬　調味漬,1.5,0.5,10.5
886,うめ　梅干し　塩漬,0.9,0.7,8.6
887,うめ　梅干し　調味漬,1.5,0.6,21.1
888,うめ　梅びしお,0.7,0.5,48.1
889,うめ　果実飲料　20%果汁入り飲料,Tr,Tr,12.3
890,オリーブ　塩漬　グリーンオリーブ,1.0,15.0,4.5
891,オリーブ　塩漬　ブラックオリーブ,0.8,12.3,3.4
892,オリーブ　塩漬　スタッフドオリーブ,0.8,14.3,4.2
893,かき　甘がき　生,0.4,0.2,15.9
894,かき　渋抜きがき　生,0.5,0.1,16.9
895,かき　干しがき,1.5,1.7,71.3
896,かりん　生,0.4,0.1,18.3
897,（かんきつ類）　いよかん　砂じょう　生,0.9,0.1,11.8
898,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,0.5,0.1,11.9
899,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,0.7,0.1,12.0
900,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,0.5,0.1,11.3
901,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,0.7,0.1,11.5
902,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,0.5,0.1,10.6
903,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,0.5,0.1,9.9
904,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,0.2,Tr,13.0
905,（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,0.2,Tr,14.7
906,（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,0.1,Tr,12.4
907,（かんきつ類）　うんしゅうみかん　缶詰　果肉,0.5,0.1,15.3
908,（かんきつ類）　うんしゅうみかん　缶詰　液汁,0.3,0.1,15.3
909,（かんきつ類）　オレンジ　ネーブル　砂じょう　生,0.9,0.1,11.8
910,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,1.0,0.1,9.8
911,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,0.8,Tr,11.0
912,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,0.7,0.1,10.7
913,（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,0.4,0.2,10.8
914,（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,0.2,Tr,10.0
915,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,0.2,0.1,63.2
916,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,0.3,0.1,47.7
917,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,1.0,0.1,9.8
918,（かんきつ類）　オロブランコ　砂じょう　生,0.8,0.1,10.1
919,（かんきつ類）　かぼす　果汁　生,0.4,0.1,8.5
920,（かんきつ類）　かわちばんかん　砂じょう　生,0.7,0.2,8.8
921,（かんきつ類）　きよみ　砂じょう　生,0.8,0.2,10.3
922,（かんきつ類）　きんかん　全果　生,0.5,0.7,17.5
923,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,0.9,0.1,9.6
924,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,0.9,0.1,9.6
925,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,0.6,0.1,10.3
926,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,0.7,0.1,8.8
927,（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,0.3,Tr,11.1
928,（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,0.1,Tr,9.7
929,（かんきつ類）　グレープフルーツ　缶詰,0.5,Tr,17.1
930,（かんきつ類）　さんぼうかん　砂じょう　生,0.7,0.3,10.9
931,（かんきつ類）　シークヮーサー　果汁　生,0.8,0.1,7.9
932,（かんきつ類）　シークヮーサー　果実飲料　10%果汁入り飲料,0.1,Tr,11.8
933,（かんきつ類）　しらぬひ　砂じょう　生,0.8,0.2,12.9
934,（かんきつ類）　すだち　果皮　生,1.8,0.3,16.4
935,（かんきつ類）　すだち　果汁　生,0.5,0.1,6.6
936,（かんきつ類）　せとか　砂じょう　生,0.8,0.2,11.7
937,（かんきつ類）　セミノール　砂じょう　生,1.1,0.1,12.4
938,（かんきつ類）　だいだい　果汁　生,0.3,0.2,8.0
939,（かんきつ類）　なつみかん　砂じょう　生,0.9,0.1,10.0
940,（かんきつ類）　なつみかん　缶詰,0.5,0.1,19.4
941,（かんきつ類）　はっさく　砂じょう　生,0.8,0.1,11.5
942,（かんきつ類）　はるみ　砂じょう　生,0.9,0.2,12.1
943,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生,0.6,0.1,11.7
944,（かんきつ類）　ひゅうがなつ　砂じょう　生,0.6,0.1,8.3
945,（かんきつ類）　ぶんたん　砂じょう　生,0.7,0.1,9.8
946,（かんきつ類）　ぶんたん　ざぼん漬,0.2,0.1,85.5
947,（かんきつ類）　ぽんかん　砂じょう　生,0.9,0.1,9.9
948,（かんきつ類）　ゆず　果皮　生,1.2,0.5,14.2
949,（かんきつ類）　ゆず　果汁　生,0.5,0.1,7.0
950,（かんきつ類）　ライム　果汁　生,0.4,0.1,9.3
951,（かんきつ類）　レモン　全果　生,0.9,0.7,12.5
952,（かんきつ類）　レモン　果汁　生,0.4,0.2,8.6
953,キウイフルーツ　緑肉種　生,1.0,0.2,13.4
954,キウイフルーツ　黄肉種　生,1.1,0.2,14.9
955,きはだ　実　乾,7.3,9.8,65.1
956,キワノ　生,1.5,0.9,8.0
957,グァバ　赤肉種　生,0.6,0.1,9.9
958,グァバ　白肉種　生,0.6,0.1,9.9
959,グァバ　果実飲料　20%果汁入り飲料　（ネクター）,0.1,0.1,12.3
960,グァバ　果実飲料　10%果汁入り飲料,0.1,0.1,12.3
961,くこ　実　乾,12.3,4.1,75.3
962,ぐみ　生,1.3,0.2,17.2
963,ココナッツ　ココナッツウォーター,0.2,0.1,5.0
964,ココナッツ　ココナッツミルク,1.9,16.0,2.8
965,ココナッツ　ナタデココ,0,Tr,20.2
966,さくらんぼ　国産　生,1.0,0.2,15.2
967,さくらんぼ　米国産　生,1.2,0.1,17.1
968,さくらんぼ　米国産　缶詰,0.6,0.1,17.6
969,ざくろ　生,0.2,Tr,15.5
970,すいか　赤肉種　生,0.6,0.1,9.5
971,すいか　黄肉種　生,0.6,0.1,9.5
972,（すぐり類）　カシス　冷凍,1.6,1.6,13.4
973,（すぐり類）　グーズベリー　生,1.0,0.1,13.2
974,スターフルーツ　生,0.7,0.1,7.5
975,（すもも類）　にほんすもも　生,0.6,1.0,9.4
976,（すもも類）　プルーン　生,0.7,0.1,12.6
977,（すもも類）　プルーン　乾,2.4,0.2,62.3
978,チェリモヤ　生,1.3,0.3,19.8
979,ドラゴンフルーツ　生,1.4,0.3,11.8
980,ドリアン　生,2.3,3.3,27.1
981,（なし類）　日本なし　生,0.3,0.1,11.3
982,（なし類）　日本なし　缶詰,0.1,0.1,19.1
983,（なし類）　中国なし　生,0.2,0.1,12.7
984,（なし類）　西洋なし　生,0.3,0.1,14.4
985,（なし類）　西洋なし　缶詰,0.2,0.1,20.7
986,なつめ　乾,3.9,2.0,71.4
987,なつめやし　乾,2.2,0.2,71.3
988,パインアップル　生,0.6,0.1,13.7
989,パインアップル　焼き,0.9,0.2,20.1
990,パインアップル　果実飲料　ストレートジュース,0.3,0.1,11.0
991,パインアップル　果実飲料　濃縮還元ジュース,0.1,0.1,11.1
992,パインアップル　果実飲料　50%果汁入り飲料,0.3,0.1,12.1
993,パインアップル　果実飲料　10%果汁入り飲料,Tr,Tr,12.4
994,パインアップル　缶詰,0.4,0.1,20.3
995,パインアップル　砂糖漬,0.5,0.2,86.8
996,ハスカップ　生,0.7,0.6,12.8
997,パッションフルーツ　果汁　生,0.8,0.4,16.2
998,バナナ　生,1.1,0.2,22.5
999,バナナ　乾,3.8,0.4,78.5
1000,パパイア　完熟　生,0.5,0.2,9.5
1001,パパイア　未熟　生,1.3,0.1,9.4
1002,びわ　生,0.3,0.1,10.6
1003,びわ　缶詰,0.3,0.1,19.8
1004,ぶどう　皮なし　生,0.4,0.1,15.7
1005,ぶどう　皮つき　生,0.6,0.2,16.9
1006,ぶどう　干しぶどう,2.7,0.2,80.3
1007,ぶどう　果実飲料　ストレートジュース,0.3,0.2,14.3
1008,ぶどう　果実飲料　濃縮還元ジュース,0.3,0.3,12.0
1009,ぶどう　果実飲料　70%果汁入り飲料,0.2,Tr,12.9
1010,ぶどう　果実飲料　10%果汁入り飲料,Tr,Tr,13.1
1011,ぶどう　缶詰,0.4,0.1,20.4
1012,ぶどう　ジャム,0.5,0.1,47.5
1013,ブルーベリー　生,0.5,0.1,12.9
1014,ブルーベリー　ジャム,0.7,0.3,43.8
1015,ブルーベリー　乾,2.7,1.9,72.5
1016,ホワイトサポテ　生,1.5,0.1,18.9
1017,まくわうり　黄肉種　生,0.8,0.1,7.8
1018,まくわうり　白肉種　生,0.8,0.1,7.8
1019,マルメロ　生,0.3,0.1,15.1
1020,マンゴー　生,0.6,0.1,16.9
1021,マンゴー　ドライマンゴー,3.1,0.7,84.9
1022,マンゴスチン　生,0.6,0.2,17.5
1023,メロン　温室メロン　生,1.1,0.1,10.3
1024,メロン　露地メロン　緑肉種　生,1.0,0.1,10.4
1025,メロン　露地メロン　赤肉種　生,1.0,0.1,10.4
1026,（もも類）　もも　白肉種　生,0.6,0.1,10.2
1027,（もも類）　もも　黄肉種　生,0.5,0.2,13.4
1028,（もも類）　もも　果実飲料　30%果汁入り飲料　（ネクター）,0.2,0.1,11.6
1029,（もも類）　もも　缶詰　白肉種　果肉,0.5,0.1,20.6
1030,（もも類）　もも　缶詰　黄肉種　果肉,0.5,0.1,20.6
1031,（もも類）　もも　缶詰　液汁,0.3,0.1,19.8
1032,（もも類）　ネクタリン　生,0.7,0.3,10.7
1033,やまもも　生,0.5,0.2,11.3
1034,ライチー　生,1.0,0.1,16.4
1035,ラズベリー　生,1.1,0.1,10.2
1036,りゅうがん　乾,5.1,0.4,72.9
1037,りんご　皮なし　生,0.1,0.2,15.5
1038,りんご　皮つき　生,0.2,0.3,16.2
1039,りんご　皮つき　焼き,0.2,0.4,21.9
1040,りんご　果実飲料　ストレートジュース,0.2,0.1,11.8
1041,りんご　果実飲料　濃縮還元ジュース,0.1,0.2,11.4
1042,りんご　果実飲料　50%果汁入り飲料,0.1,Tr,11.5
1043,りんご　果実飲料　30%果汁入り飲料,Tr,Tr,11.4
1044,りんご　缶詰,0.3,0.1,20.1
1045,りんご　ジャム,0.2,0.1,52.7
1046,えのきたけ　生,2.7,0.2,7.6
1047,えのきたけ　ゆで,2.8,0.1,7.8
1048,えのきたけ　油いため,3.0,3.9,8.8
1049,えのきたけ　味付け瓶詰,3.6,0.3,16.9
1050,（きくらげ類）　あらげきくらげ　生,0.7,0.1,5.4
1051,（きくらげ類）　あらげきくらげ　乾,6.9,0.7,77.0
1052,（きくらげ類）　あらげきくらげ　ゆで,1.2,0.1,16.1
1053,（きくらげ類）　あらげきくらげ　油いため,2.3,5.2,27.8
1054,（きくらげ類）　きくらげ　乾,7.9,2.1,71.1
1055,（きくらげ類）　きくらげ　ゆで,0.6,0.2,5.2
1056,（きくらげ類）　しろきくらげ　乾,4.9,0.7,74.5
1057,（きくらげ類）　しろきくらげ　ゆで,0.4,Tr,6.7
1058,くろあわびたけ　生,3.7,0.4,4.9
1059,しいたけ　生しいたけ　菌床栽培　生,3.1,0.3,6.4
1060,しいたけ　生しいたけ　菌床栽培　ゆで,2.5,0.4,5.1
1061,しいたけ　生しいたけ　菌床栽培　油いため,3.3,4.1,7.3
1062,しいたけ　生しいたけ　菌床栽培　天ぷら,3.4,14.0,17.8
1063,しいたけ　生しいたけ　原木栽培　生,3.1,0.4,7.6
1064,しいたけ　生しいたけ　原木栽培　ゆで,2.4,0.4,5.9
1065,しいたけ　生しいたけ　原木栽培　油いため,3.8,5.4,8.8
1066,しいたけ　乾しいたけ　乾,21.2,2.8,62.5
1067,しいたけ　乾しいたけ　ゆで,3.1,0.3,9.9
1068,しいたけ　乾しいたけ　甘煮,3.3,0.4,28.9
1069,（しめじ類）　はたけしめじ　生,2.6,0.3,4.5
1070,（しめじ類）　はたけしめじ　ゆで,2.6,0.3,5.1
1071,（しめじ類）　ぶなしめじ　生,2.7,0.5,4.8
1072,（しめじ類）　ぶなしめじ　ゆで,2.7,0.2,5.2
1073,（しめじ類）　ぶなしめじ　油いため,3.0,5.5,4.8
1074,（しめじ類）　ぶなしめじ　素揚げ,3.9,14.3,10.1
